component_id,excel_row,source,plant_name,original_district,allocated_district,balancing_area,original_capacity_mw,allocation_share,allocated_capacity_mw,allocation_method,source_url,confidence,notes
tamil_nadu_n_a__aggregate_01,160.0,Wind,Tamil Nadu-N.A.,Statewide / multiple districts,Tiruppur,Coimbatore,279.51,0.6978182882281507,195.0471897426504,"Residual-gap allocation from supplied OSM/Overpass wind-turbine geography: turbine locations were matched to 2020 32-district boundaries; the mapped distribution was scaled to ICED operational wind, retained known district MW was subtracted, and positive gaps were normalized to the unresolved row",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Wind District Evidence),Medium,"Only ICED row 160 is redistributed. OSM turbine mapping is incomplete and most turbines lack MW tags, so turbine geography is used for shares, not as an authoritative capacity total."
tamil_nadu_n_a__aggregate_01,160.0,Wind,Tamil Nadu-N.A.,Statewide / multiple districts,Viluppuram,Villupuram,279.51,4.021573851732635e-05,0.011240701072977886,"Residual-gap allocation from supplied OSM/Overpass wind-turbine geography: turbine locations were matched to 2020 32-district boundaries; the mapped distribution was scaled to ICED operational wind, retained known district MW was subtracted, and positive gaps were normalized to the unresolved row",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Wind District Evidence),Medium,"Only ICED row 160 is redistributed. OSM turbine mapping is incomplete and most turbines lack MW tags, so turbine geography is used for shares, not as an authoritative capacity total."
tamil_nadu_ramanathapuram__aggregate_01,161.0,Wind,Tamil Nadu-Ramanathapuram,Ramanathapuram,Ramanathapuram,Madurai,17.4,1.0,17.4,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_salem__aggregate_01,162.0,Wind,Tamil Nadu-Salem,Salem,Salem,Erode,3.4,1.0,3.4,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_thanjavur__aggregate_01,163.0,Wind,Tamil Nadu-Thanjavur,Thanjavur,Thanjavur,Trichy,8.8,1.0,8.8,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_theni__aggregate_01,164.0,Wind,Tamil Nadu-Theni,Theni,Theni,Madurai,574.6,1.0,574.6,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_thiruvallur__aggregate_01,165.0,Wind,Tamil Nadu-Thiruvallur,Thiruvallur,Tiruvallur,Chennai North,7.2,1.0,7.2,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_thoothukkudi__aggregate_01,166.0,Wind,Tamil Nadu-Thoothukkudi,Thoothukkudi,Thoothukudi,Tirunelveli,2174.3775,1.0,2174.3775,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_tiruchirappalli__aggregate_01,167.0,Wind,Tamil Nadu-Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,Trichy,6.4,1.0,6.4,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_tirunelveli__aggregate_01,168.0,Wind,Tamil Nadu-Tirunelveli,Tirunelveli,Tirunelveli,Tirunelveli,3807.5405000000005,1.0,3807.5405000000005,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_tiruppur__aggregate_01,169.0,Wind,Tamil Nadu-Tiruppur,Tiruppur,Tiruppur,Coimbatore,786.8149999999999,1.0,786.8149999999999,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_tiruppur_karur__aggregate_01,170.0,Wind,Tamil Nadu-Tiruppur & Karur,Tiruppur & Karur,Karur,Trichy,300.0,0.5,150.0,Equal split across districts named in the original row,,Medium,The source row identifies two districts but does not give district-specific shares.
tamil_nadu_tiruppur_karur__aggregate_01,170.0,Wind,Tamil Nadu-Tiruppur & Karur,Tiruppur & Karur,Tiruppur,Coimbatore,300.0,0.5,150.0,Equal split across districts named in the original row,,Medium,The source row identifies two districts but does not give district-specific shares.
tamil_nadu_viluppuram__aggregate_01,171.0,Wind,Tamil Nadu-Viluppuram,Viluppuram,Viluppuram,Villupuram,1.7,1.0,1.7,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_chennai_16__aggregate_01,173.0,Solar,Tamil Nadu Chennai 16,Chennai,Chennai,Chennai North,16.0,1.0,16.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_coimbatore_11_26__aggregate_01,174.0,Solar,Tamil Nadu Coimbatore 11.26,Coimbatore,Coimbatore,Coimbatore,11.26,1.0,11.26,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_cuddalore_140__aggregate_01,175.0,Solar,Tamil Nadu Cuddalore 140,Cuddalore,Cuddalore,Villupuram,140.0,1.0,140.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_dindigul_109_46__aggregate_01,176.0,Solar,Tamil Nadu Dindigul 109.46,Dindigul,Dindigul,Madurai,109.46,1.0,109.46,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_erode_7__aggregate_01,177.0,Solar,Tamil Nadu Erode  7,Erode,Erode,Erode,7.0,1.0,7.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_kanniyakumari_1__aggregate_01,178.0,Solar,Tamil Nadu Kanniyakumari 1,Kanniyakumari,Kanniyakumari,Tirunelveli,1.0,1.0,1.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_karur_156_49__aggregate_01,179.0,Solar,Tamil Nadu Karur 156.49,Karur,Karur,Trichy,156.49,1.0,156.49,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_krishnagiri_0_75__aggregate_01,180.0,Solar,Tamil Nadu Krishnagiri 0.75,Krishnagiri,Krishnagiri,Vellore,0.75,1.0,0.75,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_madurai_1__aggregate_01,181.0,Solar,Tamil Nadu Madurai 1,Madurai,Madurai,Madurai,1.0,1.0,1.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tamil_nadu_n_a_251__aggregate_01,182.0,Solar,Tamil Nadu N.A. 251,Statewide / multiple districts,Ariyalur,Trichy,251.0,0.0021921444132108024,0.5502282477159114,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_251__aggregate_01,182.0,Solar,Tamil Nadu N.A. 251,Statewide / multiple districts,Coimbatore,Coimbatore,251.0,0.006703240490444089,1.6825133631014664,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_251__aggregate_01,182.0,Solar,Tamil Nadu N.A. 251,Statewide / multiple districts,Cuddalore,Villupuram,251.0,0.02051816843040346,5.150060276031268,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_251__aggregate_01,182.0,Solar,Tamil Nadu N.A. 251,Statewide / multiple districts,Dharmapuri,Vellore,251.0,0.0011862281457108077,0.2977432645734127,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_251__aggregate_01,182.0,Solar,Tamil Nadu N.A. 251,Statewide / multiple districts,Dindigul,Madurai,251.0,0.0931109050578741,23.3708371695264,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_251__aggregate_01,182.0,Solar,Tamil Nadu N.A. 251,Statewide / multiple districts,Erode,Erode,251.0,0.005670807625050253,1.4233727138876135,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_251__aggregate_01,182.0,Solar,Tamil Nadu N.A. 251,Statewide / multiple districts,Kancheepuram,Chennai South,251.0,0.0033548101820484156,0.8420573556941523,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
tamil_nadu_n_a_251__aggregate_01,182.0,Solar,Tamil Nadu N.A. 251,Statewide / multiple districts,Kanniyakumari,Tirunelveli,251.0,0.00011283154260384993,0.028320717193566332,"Hybrid utility-scale target: supplied OSM/Overpass plant footprints and MW tags, calibrated at 49.71 MW/km² for untagged plants; official district-handbook capacities used as lower-bound anchors; residual normalized after retaining directly allocated ICED capacity",https://www.openstreetmap.org/copyright | Tamil Nadu district statistical handbooks (see Solar District Evidence),Medium,This is a modelled distribution of an ICED statewide residual. It preserves the source-row total and avoids treating resource potential as installed capacity.
